roi_ids_rem,degallsub_w_avg,degallsub_b_avg,pet_avg,ICallsub_w_avg,ICallsub_b_avg,AvgMIallsub_avg,btw_avg
319,7.954860744510359,138.44444444444446,27.62691699133979,29.675035251925546,29.62075091031458,0.052784419003704404,0.0026665802996933973
321,8.588118593653512,125.72222222222223,26.79720099767049,29.033879827092203,29.40122453993784,0.06520922820548886,0.0028483108059478056
324,5.522693769967241,114.94444444444444,29.58979450331794,29.42738196341193,29.463194660016224,0.04291716019073975,0.0036624994602064173
325,2.937313755906493,81.05555555555556,33.227286444769966,29.878770355091685,29.68653774837174,0.03191625079683112,0.002976061953908825
328,8.883437798458045,127.72222222222223,28.196687168545193,30.053564579219554,29.751532871423553,0.06872080227001248,0.003248657713290438
329,10.078909078387262,154.38888888888889,31.86624664730496,29.711772927559416,29.64287152944743,0.06145877145335584,0.0023741921089375424
330,3.833890787702418,94.76470588235294,33.05201005935669,30.02983003575333,29.908759339062613,0.03402616784544936,0.003791256106018
333,6.302189540825018,115.44444444444444,29.72984716627333,30.046079858654352,29.843670597743635,0.051418411559953144,0.00335031883807632
335,12.273470810885266,158.16666666666666,29.415406386057537,29.40777665839268,29.473106418497952,0.07381486825734719,0.0019081703156712873
342,4.439359853776566,101.16666666666667,28.962827099694145,30.06649163457662,29.87556903515188,0.03833811437538383,0.0034006995724834826
346,10.959955798943723,144.33333333333334,32.0425017674764,30.101284292017258,29.7774638307927,0.07276736741317918,0.0023148148148148143
347,7.675226486561448,123.0,32.21323315302531,30.43918370125859,30.07227950449969,0.057993943748397045,0.0023597976133926386
348,2.072511880376202,69.83333333333333,19.985429128011067,29.225711812017476,29.41724635160051,0.026717042089092993,0.00342678959565862
349,7.63282509457327,133.38888888888889,30.175746705796982,29.347285599710503,29.56648245898148,0.053319375001556,0.0031182075974147488
350,2.98235728182481,85.05555555555556,23.295781003104317,29.804985181849133,29.631996721888957,0.030475016437902316,0.0032882425760389225
351,2.2643250355659315,76.57142857142857,27.506067487928604,29.589784631289213,29.674416739436328,0.02696581850237367,0.004320507837802825
352,3.0447697947222903,90.94444444444444,30.51314401626587,29.536179418974957,29.44473465235076,0.031090025135637942,0.004213988570770537
354,6.886072740836178,131.77777777777777,31.13661257425944,30.313389057385287,29.896143127612568,0.05009879576213532,0.0027448503692188105
357,5.844595066194427,121.05555555555556,33.026482741038,30.24293663197979,29.936888356378446,0.04510613495028531,0.0031541938362770073
359,18.006994614179956,182.44444444444446,26.47270154953003,29.610239274689135,29.57453740018153,0.0952962556194535,0.0015123216881864374
362,7.171936496938053,128.11111111111111,29.889494948916965,30.17542992848304,29.792509268908177,0.05106367197515529,0.0026530854601200505
363,2.9450718912722813,90.38888888888889,33.880302323235405,29.574049009917125,29.61077966058155,0.029041464926501264,0.004426307380057866
