ROI,CN_Ab.neg,CN_Ab.pos,MCI_Ab.neg,MCI_Ab.pos,Dementia_Ab.neg,Dementia_Ab.pos
l6ma,0.8038313953488373,1.031613953488372,0.7687582278481012,1.1338821052631578,0.7825428571428572,1.2353980000000002
l7Am,0.8895546511627906,1.1936240310077522,0.8722392405063291,1.3381736842105263,0.8375142857142857,1.4725300000000001
l7PL,0.8900116279069769,1.1900007751937984,0.8633253164556961,1.3149484210526317,0.8760285714285713,1.459898
l7PC,0.8411767441860467,1.086293023255814,0.7954683544303798,1.1742378947368421,0.8266285714285714,1.2720799999999999
lLIPv,1.0240110465116279,1.3033286821705428,0.9688455696202533,1.4128484210526315,1.0097,1.493294
lVIP,0.8636912790697675,1.1333426356589147,0.8353607594936708,1.2441326315789476,0.8207857142857141,1.3468500000000003
lMIP,1.194868023255814,1.4928728682170542,1.1505088607594935,1.5854852631578946,1.1198857142857144,1.7083879999999996
l1,0.7790156976744186,0.9383581395348838,0.7484455696202532,0.9764336842105262,0.7488857142857144,1.05685
l2,1.0609866279069768,1.2972736434108527,1.0236177215189874,1.3540115789473681,1.0225571428571427,1.4515900000000002
l3a,1.2729517441860467,1.4430937984496126,1.2383683544303798,1.4701126315789477,1.2516142857142856,1.515688
l6d,0.890710465116279,1.0321294573643411,0.8527164556962025,1.0780273684210526,0.8849714285714286,1.12262
l6mp,0.9294686046511628,1.0989170542635658,0.9116708860759493,1.1764515789473684,0.9211714285714285,1.2207660000000002
l6v,0.8081627906976745,0.9709364341085271,0.787567088607595,1.0314684210526315,0.7952714285714285,1.091764
lp24pr,0.9577790697674419,1.242268992248062,0.9394822784810128,1.3667136842105265,0.9156571428571428,1.4553499999999997
l33pr,1.096731976744186,1.3621806201550386,1.0615949367088608,1.401798947368421,1.074042857142857,1.4533860000000005
la24pr,1.0083459302325581,1.3040581395348838,0.966887341772152,1.4006936842105262,0.9050857142857142,1.461502
lp32pr,1.2172529069767442,1.5206356589147285,1.2230772151898734,1.5947936842105261,1.2099142857142857,1.6688180000000006
la24,1.0615994186046511,1.4003007751937986,1.0176367088607594,1.5193694736842105,1.0481714285714285,1.6044199999999997
ld32,1.110320930232558,1.470667441860465,1.0985936708860757,1.5632410526315794,1.0609857142857142,1.6242360000000002
